idx,submittime,costtime,source,detail,text_id,M1-1,M1-2,M1-3,M1-4,M1-5,M1-6,M2-1,M2-2,M2-3,M2-4,M2-5,M2-6,M3-1,M3-2,M3-3,M3-4,M3-5,M4-1,M4-2,M4-3,M4-4,total_score,text,label,emotion,M1,M2,M3,M4
134,2020/3/26 18:32:19,183秒,样本服务,,4,3,4,1,3,4,3,3,2,4,1,4,2,3,1,1,1,2,3,3,3,4,55,#里约奥运会# 【“不懂球的胖纸”辛苦啦[威武]】那位中国乒乓天团背后的胖子[偷笑]，对！刘国梁，绝对是个全能多面手。魔鬼训练队员，提供呐喊、助威、唤醒服务，送水送毛巾，么么哒队员[亲亲]，还得亲自煮面犒赏三军......于是中国连续三届奥运拿下乒乓全部金牌[奥运金牌]。有网友说：“又当爹又当妈...全文： http://m.weibo.cn/1891503444/4009944795388322,HLT,joy,18,16,8,13
135,2020/3/26 18:32:32,187秒,样本服务,,1,3,4,3,4,2,2,3,4,2,3,3,4,3,4,3,2,3,2,3,4,3,64,#西部资源重组媒体说明会# 【阙文彬回答媒体提问：继续加大稀贵金属投资】针对媒体关于公司主业方面的提问，西部资源实际控制人阙文彬说，从新能源到文化转到稀贵金属，我个人认为新的董事会或者新的经营班子接上后，应该在2亿-5亿的利润差不多，在这个基础上将现有的一些企业通过一种合法的途径出售，...全文： http://m.weibo.cn/1315587597/4010238174942685,HLT,joy,18,19,15,12
136,2020/3/26 18:33:24,182秒,样本服务,,5,3,4,3,3,4,3,2,2,3,4,4,3,1,1,3,2,1,1,4,3,4,58,7月12日本报二版为您呈现：中国文物保护基金会召开专项基金工作座谈会、安徽铜陵全力抢险凤凰山铜矿金牛洞古采矿遗址、国博举办《四部医典》曼唐长卷——娘本唐卡艺术传承成果展、湖北实施“三级联审”模式，加快推进文物普查数据审核、新疆举办第一次全国可移动文物普查培训班、《南海诸岛地理志略》...全文： http://m.weibo.cn/1250227403/3997198805156773,HLT,joy,20,18,8,12
137,2020/3/26 18:33:43,340秒,样本服务,,5,4,4,3,4,4,3,4,4,4,3,4,4,4,4,3,4,3,2,4,3,3,75,7月12日本报二版为您呈现：中国文物保护基金会召开专项基金工作座谈会、安徽铜陵全力抢险凤凰山铜矿金牛洞古采矿遗址、国博举办《四部医典》曼唐长卷——娘本唐卡艺术传承成果展、湖北实施“三级联审”模式，加快推进文物普查数据审核、新疆举办第一次全国可移动文物普查培训班、《南海诸岛地理志略》...全文： http://m.weibo.cn/1250227403/3997198805156773,HLT,joy,22,23,18,12
138,2020/3/26 18:34:35,184秒,样本服务,,3,2,3,2,2,2,3,3,4,3,4,4,4,3,3,3,2,2,3,3,3,2,60,#鹤壁身边事# 【淇滨区兰苑社区刘振强：带爸妈旅行，收获满满的幸福】“我父亲一直想出门走走，特别想去北京看一看。我以前没有在意，感觉父母还年轻，以后有的是机会。直到父亲生了一场大病，需要借助轮椅出行，我才感到了后悔，幸好还来得及补救。”8月16日，淇滨区兰苑社区的刘振强告诉记者，最近他...全文： http://m.weibo.cn/2514256341/4009491428875467,HLT,joy,14,22,13,11
139,2020/3/26 18:35:39,197秒,样本服务,,2,3,3,2,1,2,3,3,3,4,4,3,4,2,3,3,2,3,2,3,2,3,58,#聚焦赣州#【[心]爸妈在哪里？崇义文昌塔旁发现的小男孩至今还在福利院】8月17日，一则“崇义县横水派出所民警在文昌塔附近一脐橙园树下，发现一名哭泣的小男孩至今无人认领”的消息，在微信朋友圈广泛转发，文章中还附有几张小男孩的照片。当日下午，记者了解到，目前小男孩经医院检查无碍后已被送往...全文： http://m.weibo.cn/1970239225/4009774025014136,HLT,sadness,14,21,13,10
140,2020/3/26 18:36:35,190秒,样本服务,,5,3,2,2,3,3,4,4,3,4,3,4,4,3,3,4,2,3,4,4,3,3,68,7月12日本报二版为您呈现：中国文物保护基金会召开专项基金工作座谈会、安徽铜陵全力抢险凤凰山铜矿金牛洞古采矿遗址、国博举办《四部医典》曼唐长卷——娘本唐卡艺术传承成果展、湖北实施“三级联审”模式，加快推进文物普查数据审核、新疆举办第一次全国可移动文物普查培训班、《南海诸岛地理志略》...全文： http://m.weibo.cn/1250227403/3997198805156773,HLT,joy,17,22,15,14
141,2020/3/26 18:36:50,208秒,样本服务,,1,3,2,1,3,4,3,3,4,4,3,3,4,2,3,3,1,2,1,2,3,3,57,#西部资源重组媒体说明会# 【阙文彬回答媒体提问：继续加大稀贵金属投资】针对媒体关于公司主业方面的提问，西部资源实际控制人阙文彬说，从新能源到文化转到稀贵金属，我个人认为新的董事会或者新的经营班子接上后，应该在2亿-5亿的利润差不多，在这个基础上将现有的一些企业通过一种合法的途径出售，...全文： http://m.weibo.cn/1315587597/4010238174942685,HLT,joy,16,21,11,9
142,2020/3/26 18:37:32,181秒,样本服务,,3,1,3,3,2,3,1,3,4,3,2,3,4,1,1,2,1,2,1,2,1,1,44,#鹤壁身边事# 【淇滨区兰苑社区刘振强：带爸妈旅行，收获满满的幸福】“我父亲一直想出门走走，特别想去北京看一看。我以前没有在意，感觉父母还年轻，以后有的是机会。直到父亲生了一场大病，需要借助轮椅出行，我才感到了后悔，幸好还来得及补救。”8月16日，淇滨区兰苑社区的刘振强告诉记者，最近他...全文： http://m.weibo.cn/2514256341/4009491428875467,HLT,joy,13,19,7,5
143,2020/3/26 18:37:50,197秒,样本服务,,4,3,2,3,3,4,1,3,4,4,3,3,4,2,3,3,1,1,2,2,3,2,56,#里约奥运会# 【“不懂球的胖纸”辛苦啦[威武]】那位中国乒乓天团背后的胖子[偷笑]，对！刘国梁，绝对是个全能多面手。魔鬼训练队员，提供呐喊、助威、唤醒服务，送水送毛巾，么么哒队员[亲亲]，还得亲自煮面犒赏三军......于是中国连续三届奥运拿下乒乓全部金牌[奥运金牌]。有网友说：“又当爹又当妈...全文： http://m.weibo.cn/1891503444/4009944795388322,HLT,joy,16,21,10,9
144,2020/3/26 18:38:54,197秒,样本服务,,2,2,3,2,2,2,3,3,3,4,4,3,3,3,3,3,2,2,3,3,2,2,57,#聚焦赣州#【[心]爸妈在哪里？崇义文昌塔旁发现的小男孩至今还在福利院】8月17日，一则“崇义县横水派出所民警在文昌塔附近一脐橙园树下，发现一名哭泣的小男孩至今无人认领”的消息，在微信朋友圈广泛转发，文章中还附有几张小男孩的照片。当日下午，记者了解到，目前小男孩经医院检查无碍后已被送往...全文： http://m.weibo.cn/1970239225/4009774025014136,HLT,sadness,14,20,13,10
145,2020/3/26 18:39:43,246秒,样本服务,,2,4,3,4,3,1,2,3,3,4,4,3,4,4,3,4,2,2,1,2,4,3,63,#聚焦赣州#【[心]爸妈在哪里？崇义文昌塔旁发现的小男孩至今还在福利院】8月17日，一则“崇义县横水派出所民警在文昌塔附近一脐橙园树下，发现一名哭泣的小男孩至今无人认领”的消息，在微信朋友圈广泛转发，文章中还附有几张小男孩的照片。当日下午，记者了解到，目前小男孩经医院检查无碍后已被送往...全文： http://m.weibo.cn/1970239225/4009774025014136,HLT,sadness,17,21,15,10
146,2020/3/26 18:39:48,182秒,样本服务,,5,3,2,2,3,3,2,3,4,4,3,3,4,2,2,2,1,2,2,2,3,4,56,7月12日本报二版为您呈现：中国文物保护基金会召开专项基金工作座谈会、安徽铜陵全力抢险凤凰山铜矿金牛洞古采矿遗址、国博举办《四部医典》曼唐长卷——娘本唐卡艺术传承成果展、湖北实施“三级联审”模式，加快推进文物普查数据审核、新疆举办第一次全国可移动文物普查培训班、《南海诸岛地理志略》...全文： http://m.weibo.cn/1250227403/3997198805156773,HLT,joy,15,21,9,11
147,2020/3/26 18:41:43,243秒,样本服务,,1,3,2,2,2,2,1,1,1,1,3,2,2,1,1,1,3,2,2,1,2,1,36,#西部资源重组媒体说明会# 【阙文彬回答媒体提问：继续加大稀贵金属投资】针对媒体关于公司主业方面的提问，西部资源实际控制人阙文彬说，从新能源到文化转到稀贵金属，我个人认为新的董事会或者新的经营班子接上后，应该在2亿-5亿的利润差不多，在这个基础上将现有的一些企业通过一种合法的途径出售，...全文： http://m.weibo.cn/1315587597/4010238174942685,HLT,joy,12,10,8,6
148,2020/3/26 18:41:55,181秒,样本服务,,1,2,2,1,2,2,3,3,3,2,4,3,2,4,3,3,2,1,3,3,3,2,53,#西部资源重组媒体说明会# 【阙文彬回答媒体提问：继续加大稀贵金属投资】针对媒体关于公司主业方面的提问，西部资源实际控制人阙文彬说，从新能源到文化转到稀贵金属，我个人认为新的董事会或者新的经营班子接上后，应该在2亿-5亿的利润差不多，在这个基础上将现有的一些企业通过一种合法的途径出售，...全文： http://m.weibo.cn/1315587597/4010238174942685,HLT,joy,12,17,13,11
149,2020/3/26 18:42:35,228秒,样本服务,,3,4,3,2,2,3,3,3,3,2,3,2,3,2,1,1,1,1,2,1,2,3,47,#鹤壁身边事# 【淇滨区兰苑社区刘振强：带爸妈旅行，收获满满的幸福】“我父亲一直想出门走走，特别想去北京看一看。我以前没有在意，感觉父母还年轻，以后有的是机会。直到父亲生了一场大病，需要借助轮椅出行，我才感到了后悔，幸好还来得及补救。”8月16日，淇滨区兰苑社区的刘振强告诉记者，最近他...全文： http://m.weibo.cn/2514256341/4009491428875467,HLT,joy,17,16,6,8
150,2020/3/26 18:43:07,188秒,样本服务,,5,3,4,2,3,2,2,2,4,3,3,4,2,2,1,1,2,1,3,2,3,3,52,7月12日本报二版为您呈现：中国文物保护基金会召开专项基金工作座谈会、安徽铜陵全力抢险凤凰山铜矿金牛洞古采矿遗址、国博举办《四部医典》曼唐长卷——娘本唐卡艺术传承成果展、湖北实施“三级联审”模式，加快推进文物普查数据审核、新疆举办第一次全国可移动文物普查培训班、《南海诸岛地理志略》...全文： http://m.weibo.cn/1250227403/3997198805156773,HLT,joy,16,18,7,11
151,2020/3/26 18:44:35,182秒,样本服务,,2,4,3,4,4,3,4,4,3,4,4,3,4,4,3,4,4,3,4,4,3,4,77,#聚焦赣州#【[心]爸妈在哪里？崇义文昌塔旁发现的小男孩至今还在福利院】8月17日，一则“崇义县横水派出所民警在文昌塔附近一脐橙园树下，发现一名哭泣的小男孩至今无人认领”的消息，在微信朋友圈广泛转发，文章中还附有几张小男孩的照片。当日下午，记者了解到，目前小男孩经医院检查无碍后已被送往...全文： http://m.weibo.cn/1970239225/4009774025014136,HLT,sadness,22,22,18,15
152,2020/3/26 18:46:21,188秒,样本服务,,3,3,2,1,3,2,2,2,4,1,4,2,4,1,1,1,1,1,1,1,3,1,41,#鹤壁身边事# 【淇滨区兰苑社区刘振强：带爸妈旅行，收获满满的幸福】“我父亲一直想出门走走，特别想去北京看一看。我以前没有在意，感觉父母还年轻，以后有的是机会。直到父亲生了一场大病，需要借助轮椅出行，我才感到了后悔，幸好还来得及补救。”8月16日，淇滨区兰苑社区的刘振强告诉记者，最近他...全文： http://m.weibo.cn/2514256341/4009491428875467,HLT,joy,13,17,5,6
153,2020/3/26 18:46:26,188秒,样本服务,,4,2,3,2,1,2,4,3,3,2,3,3,3,1,2,2,3,3,2,3,2,2,51,#里约奥运会# 【“不懂球的胖纸”辛苦啦[威武]】那位中国乒乓天团背后的胖子[偷笑]，对！刘国梁，绝对是个全能多面手。魔鬼训练队员，提供呐喊、助威、唤醒服务，送水送毛巾，么么哒队员[亲亲]，还得亲自煮面犒赏三军......于是中国连续三届奥运拿下乒乓全部金牌[奥运金牌]。有网友说：“又当爹又当妈...全文： http://m.weibo.cn/1891503444/4009944795388322,HLT,joy,14,17,11,9
154,2020/3/26 18:47:14,182秒,样本服务,,3,1,2,2,3,3,3,3,4,4,4,2,3,2,2,3,2,3,3,3,2,3,57,#鹤壁身边事# 【淇滨区兰苑社区刘振强：带爸妈旅行，收获满满的幸福】“我父亲一直想出门走走，特别想去北京看一看。我以前没有在意，感觉父母还年轻，以后有的是机会。直到父亲生了一场大病，需要借助轮椅出行，我才感到了后悔，幸好还来得及补救。”8月16日，淇滨区兰苑社区的刘振强告诉记者，最近他...全文： http://m.weibo.cn/2514256341/4009491428875467,HLT,joy,14,20,12,11
155,2020/3/26 18:47:42,207秒,样本服务,,1,3,4,2,3,2,3,2,3,3,4,3,2,3,2,3,4,2,4,3,4,2,61,#西部资源重组媒体说明会# 【阙文彬回答媒体提问：继续加大稀贵金属投资】针对媒体关于公司主业方面的提问，西部资源实际控制人阙文彬说，从新能源到文化转到稀贵金属，我个人认为新的董事会或者新的经营班子接上后，应该在2亿-5亿的利润差不多，在这个基础上将现有的一些企业通过一种合法的途径出售，...全文： http://m.weibo.cn/1315587597/4010238174942685,HLT,joy,17,17,14,13
158,2020/3/26 18:49:58,200秒,样本服务,,2,2,3,1,1,2,2,3,3,3,4,2,4,3,1,3,1,1,1,1,1,2,44,#聚焦赣州#【[心]爸妈在哪里？崇义文昌塔旁发现的小男孩至今还在福利院】8月17日，一则“崇义县横水派出所民警在文昌塔附近一脐橙园树下，发现一名哭泣的小男孩至今无人认领”的消息，在微信朋友圈广泛转发，文章中还附有几张小男孩的照片。当日下午，记者了解到，目前小男孩经医院检查无碍后已被送往...全文： http://m.weibo.cn/1970239225/4009774025014136,HLT,sadness,11,19,9,5
159,2020/3/26 18:50:38,186秒,样本服务,,4,3,2,1,4,3,2,3,3,2,3,3,3,3,2,2,1,1,3,3,3,4,54,#里约奥运会# 【“不懂球的胖纸”辛苦啦[威武]】那位中国乒乓天团背后的胖子[偷笑]，对！刘国梁，绝对是个全能多面手。魔鬼训练队员，提供呐喊、助威、唤醒服务，送水送毛巾，么么哒队员[亲亲]，还得亲自煮面犒赏三军......于是中国连续三届奥运拿下乒乓全部金牌[奥运金牌]。有网友说：“又当爹又当妈...全文： http://m.weibo.cn/1891503444/4009944795388322,HLT,joy,15,17,9,13
160,2020/3/26 18:51:44,181秒,样本服务,,3,2,3,3,2,3,3,3,3,4,2,4,4,3,3,3,2,2,2,2,2,3,58,#鹤壁身边事# 【淇滨区兰苑社区刘振强：带爸妈旅行，收获满满的幸福】“我父亲一直想出门走走，特别想去北京看一看。我以前没有在意，感觉父母还年轻，以后有的是机会。直到父亲生了一场大病，需要借助轮椅出行，我才感到了后悔，幸好还来得及补救。”8月16日，淇滨区兰苑社区的刘振强告诉记者，最近他...全文： http://m.weibo.cn/2514256341/4009491428875467,HLT,joy,16,20,13,9
162,2020/3/26 18:52:43,183秒,样本服务,,2,3,2,1,3,2,1,4,4,3,4,3,4,1,2,3,2,4,3,2,3,4,58,#聚焦赣州#【[心]爸妈在哪里？崇义文昌塔旁发现的小男孩至今还在福利院】8月17日，一则“崇义县横水派出所民警在文昌塔附近一脐橙园树下，发现一名哭泣的小男孩至今无人认领”的消息，在微信朋友圈广泛转发，文章中还附有几张小男孩的照片。当日下午，记者了解到，目前小男孩经医院检查无碍后已被送往...全文： http://m.weibo.cn/1970239225/4009774025014136,HLT,sadness,12,22,12,12
164,2020/3/26 18:54:17,339秒,样本服务,,5,2,1,4,3,2,1,3,4,4,2,4,3,1,2,4,2,4,3,4,4,2,59,7月12日本报二版为您呈现：中国文物保护基金会召开专项基金工作座谈会、安徽铜陵全力抢险凤凰山铜矿金牛洞古采矿遗址、国博举办《四部医典》曼唐长卷——娘本唐卡艺术传承成果展、湖北实施“三级联审”模式，加快推进文物普查数据审核、新疆举办第一次全国可移动文物普查培训班、《南海诸岛地理志略》...全文： http://m.weibo.cn/1250227403/3997198805156773,HLT,joy,13,20,13,13
165,2020/3/26 18:55:00,189秒,样本服务,,2,2,3,2,2,2,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,59,#聚焦赣州#【[心]爸妈在哪里？崇义文昌塔旁发现的小男孩至今还在福利院】8月17日，一则“崇义县横水派出所民警在文昌塔附近一脐橙园树下，发现一名哭泣的小男孩至今无人认领”的消息，在微信朋友圈广泛转发，文章中还附有几张小男孩的照片。当日下午，记者了解到，目前小男孩经医院检查无碍后已被送往...全文： http://m.weibo.cn/1970239225/4009774025014136,HLT,sadness,14,18,15,12
166,2020/3/26 18:55:58,188秒,样本服务,,1,2,3,2,2,2,2,3,3,2,4,2,3,2,2,2,2,2,2,2,2,2,48,#西部资源重组媒体说明会# 【阙文彬回答媒体提问：继续加大稀贵金属投资】针对媒体关于公司主业方面的提问，西部资源实际控制人阙文彬说，从新能源到文化转到稀贵金属，我个人认为新的董事会或者新的经营班子接上后，应该在2亿-5亿的利润差不多，在这个基础上将现有的一些企业通过一种合法的途径出售，...全文： http://m.weibo.cn/1315587597/4010238174942685,HLT,joy,13,17,10,8
167,2020/3/26 18:55:59,249秒,样本服务,,1,1,3,1,1,1,1,1,1,1,4,1,1,1,1,1,1,1,2,2,2,2,30,#西部资源重组媒体说明会# 【阙文彬回答媒体提问：继续加大稀贵金属投资】针对媒体关于公司主业方面的提问，西部资源实际控制人阙文彬说，从新能源到文化转到稀贵金属，我个人认为新的董事会或者新的经营班子接上后，应该在2亿-5亿的利润差不多，在这个基础上将现有的一些企业通过一种合法的途径出售，...全文： http://m.weibo.cn/1315587597/4010238174942685,HLT,joy,8,9,5,8
168,2020/3/26 18:56:17,204秒,样本服务,,4,4,3,2,3,4,3,2,3,4,3,2,1,2,3,4,3,2,1,2,3,4,58,#里约奥运会# 【“不懂球的胖纸”辛苦啦[威武]】那位中国乒乓天团背后的胖子[偷笑]，对！刘国梁，绝对是个全能多面手。魔鬼训练队员，提供呐喊、助威、唤醒服务，送水送毛巾，么么哒队员[亲亲]，还得亲自煮面犒赏三军......于是中国连续三届奥运拿下乒乓全部金牌[奥运金牌]。有网友说：“又当爹又当妈...全文： http://m.weibo.cn/1891503444/4009944795388322,HLT,joy,19,15,14,10
169,2020/3/26 18:56:36,350秒,样本服务,,4,3,2,4,1,4,3,2,1,2,3,4,3,2,1,2,3,4,3,2,1,2,52,#里约奥运会# 【“不懂球的胖纸”辛苦啦[威武]】那位中国乒乓天团背后的胖子[偷笑]，对！刘国梁，绝对是个全能多面手。魔鬼训练队员，提供呐喊、助威、唤醒服务，送水送毛巾，么么哒队员[亲亲]，还得亲自煮面犒赏三军......于是中国连续三届奥运拿下乒乓全部金牌[奥运金牌]。有网友说：“又当爹又当妈...全文： http://m.weibo.cn/1891503444/4009944795388322,HLT,joy,17,15,12,8
170,2020/3/26 18:57:20,205秒,样本服务,,5,1,2,2,1,3,2,3,3,3,4,3,2,2,3,3,1,1,2,2,3,2,48,7月12日本报二版为您呈现：中国文物保护基金会召开专项基金工作座谈会、安徽铜陵全力抢险凤凰山铜矿金牛洞古采矿遗址、国博举办《四部医典》曼唐长卷——娘本唐卡艺术传承成果展、湖北实施“三级联审”模式，加快推进文物普查数据审核、新疆举办第一次全国可移动文物普查培训班、《南海诸岛地理志略》...全文： http://m.weibo.cn/1250227403/3997198805156773,HLT,joy,11,18,10,9
171,2020/3/26 18:57:21,207秒,样本服务,,3,3,2,3,3,2,3,3,2,3,2,3,2,2,2,3,2,3,3,1,2,3,52,#鹤壁身边事# 【淇滨区兰苑社区刘振强：带爸妈旅行，收获满满的幸福】“我父亲一直想出门走走，特别想去北京看一看。我以前没有在意，感觉父母还年轻，以后有的是机会。直到父亲生了一场大病，需要借助轮椅出行，我才感到了后悔，幸好还来得及补救。”8月16日，淇滨区兰苑社区的刘振强告诉记者，最近他...全文： http://m.weibo.cn/2514256341/4009491428875467,HLT,joy,16,15,12,9
172,2020/3/26 18:57:59,28秒,样本服务,,1,4,4,3,4,3,4,3,3,4,2,3,3,3,4,3,3,2,3,3,3,4,68,#西部资源重组媒体说明会# 【阙文彬回答媒体提问：继续加大稀贵金属投资】针对媒体关于公司主业方面的提问，西部资源实际控制人阙文彬说，从新能源到文化转到稀贵金属，我个人认为新的董事会或者新的经营班子接上后，应该在2亿-5亿的利润差不多，在这个基础上将现有的一些企业通过一种合法的途径出售，...全文： http://m.weibo.cn/1315587597/4010238174942685,HLT,joy,22,18,15,13
173,2020/3/26 18:58:43,189秒,样本服务,,4,3,2,2,3,4,2,3,4,3,4,4,3,3,4,4,1,2,3,4,3,4,65,#里约奥运会# 【“不懂球的胖纸”辛苦啦[威武]】那位中国乒乓天团背后的胖子[偷笑]，对！刘国梁，绝对是个全能多面手。魔鬼训练队员，提供呐喊、助威、唤醒服务，送水送毛巾，么么哒队员[亲亲]，还得亲自煮面犒赏三军......于是中国连续三届奥运拿下乒乓全部金牌[奥运金牌]。有网友说：“又当爹又当妈...全文： http://m.weibo.cn/1891503444/4009944795388322,HLT,joy,16,21,14,14
174,2020/3/26 18:59:05,188秒,样本服务,,3,2,1,2,2,1,1,2,3,3,4,3,4,3,3,4,2,2,1,1,2,2,48,#鹤壁身边事# 【淇滨区兰苑社区刘振强：带爸妈旅行，收获满满的幸福】“我父亲一直想出门走走，特别想去北京看一看。我以前没有在意，感觉父母还年轻，以后有的是机会。直到父亲生了一场大病，需要借助轮椅出行，我才感到了后悔，幸好还来得及补救。”8月16日，淇滨区兰苑社区的刘振强告诉记者，最近他...全文： http://m.weibo.cn/2514256341/4009491428875467,HLT,joy,9,19,14,6
175,2020/3/26 19:01:57,231秒,样本服务,,5,3,2,3,4,3,3,4,4,3,4,3,3,4,2,3,1,3,2,2,3,4,63,7月12日本报二版为您呈现：中国文物保护基金会召开专项基金工作座谈会、安徽铜陵全力抢险凤凰山铜矿金牛洞古采矿遗址、国博举办《四部医典》曼唐长卷——娘本唐卡艺术传承成果展、湖北实施“三级联审”模式，加快推进文物普查数据审核、新疆举办第一次全国可移动文物普查培训班、《南海诸岛地理志略》...全文： http://m.weibo.cn/1250227403/3997198805156773,HLT,joy,18,21,13,11
176,2020/3/26 19:02:13,182秒,样本服务,,3,1,2,2,1,1,2,3,3,2,4,4,3,3,2,3,1,1,2,2,1,1,44,#鹤壁身边事# 【淇滨区兰苑社区刘振强：带爸妈旅行，收获满满的幸福】“我父亲一直想出门走走，特别想去北京看一看。我以前没有在意，感觉父母还年轻，以后有的是机会。直到父亲生了一场大病，需要借助轮椅出行，我才感到了后悔，幸好还来得及补救。”8月16日，淇滨区兰苑社区的刘振强告诉记者，最近他...全文： http://m.weibo.cn/2514256341/4009491428875467,HLT,joy,9,19,10,6
177,2020/3/26 19:02:40,465秒,样本服务,,2,3,2,1,2,1,3,4,4,3,2,3,4,1,3,2,1,2,2,3,2,2,50,#聚焦赣州#【[心]爸妈在哪里？崇义文昌塔旁发现的小男孩至今还在福利院】8月17日，一则“崇义县横水派出所民警在文昌塔附近一脐橙园树下，发现一名哭泣的小男孩至今无人认领”的消息，在微信朋友圈广泛转发，文章中还附有几张小男孩的照片。当日下午，记者了解到，目前小男孩经医院检查无碍后已被送往...全文： http://m.weibo.cn/1970239225/4009774025014136,HLT,sadness,12,20,9,9
178,2020/3/26 19:07:35,223秒,样本服务,,2,2,2,1,3,2,1,3,3,3,4,1,3,3,3,4,3,2,3,3,2,3,54,#聚焦赣州#【[心]爸妈在哪里？崇义文昌塔旁发现的小男孩至今还在福利院】8月17日，一则“崇义县横水派出所民警在文昌塔附近一脐橙园树下，发现一名哭泣的小男孩至今无人认领”的消息，在微信朋友圈广泛转发，文章中还附有几张小男孩的照片。当日下午，记者了解到，目前小男孩经医院检查无碍后已被送往...全文： http://m.weibo.cn/1970239225/4009774025014136,HLT,sadness,11,17,15,11
179,2020/3/26 19:08:12,184秒,样本服务,,1,2,2,2,2,2,3,1,2,3,4,3,3,2,2,1,3,2,3,3,3,3,51,#西部资源重组媒体说明会# 【阙文彬回答媒体提问：继续加大稀贵金属投资】针对媒体关于公司主业方面的提问，西部资源实际控制人阙文彬说，从新能源到文化转到稀贵金属，我个人认为新的董事会或者新的经营班子接上后，应该在2亿-5亿的利润差不多，在这个基础上将现有的一些企业通过一种合法的途径出售，...全文： http://m.weibo.cn/1315587597/4010238174942685,HLT,joy,13,16,10,12
180,2020/3/26 19:10:06,191秒,样本服务,,4,3,3,2,3,4,2,2,3,2,4,2,1,3,2,3,4,2,2,3,1,4,55,#里约奥运会# 【“不懂球的胖纸”辛苦啦[威武]】那位中国乒乓天团背后的胖子[偷笑]，对！刘国梁，绝对是个全能多面手。魔鬼训练队员，提供呐喊、助威、唤醒服务，送水送毛巾，么么哒队员[亲亲]，还得亲自煮面犒赏三军......于是中国连续三届奥运拿下乒乓全部金牌[奥运金牌]。有网友说：“又当爹又当妈...全文： http://m.weibo.cn/1891503444/4009944795388322,HLT,joy,17,14,14,10
181,2020/3/26 19:10:44,291秒,样本服务,,4,4,2,3,4,4,2,4,3,2,3,3,2,4,3,4,2,3,4,3,2,3,64,#里约奥运会# 【“不懂球的胖纸”辛苦啦[威武]】那位中国乒乓天团背后的胖子[偷笑]，对！刘国梁，绝对是个全能多面手。魔鬼训练队员，提供呐喊、助威、唤醒服务，送水送毛巾，么么哒队员[亲亲]，还得亲自煮面犒赏三军......于是中国连续三届奥运拿下乒乓全部金牌[奥运金牌]。有网友说：“又当爹又当妈...全文： http://m.weibo.cn/1891503444/4009944795388322,HLT,joy,19,17,16,12
182,2020/3/26 19:11:04,183秒,样本服务,,4,4,2,3,3,3,3,3,3,2,3,3,3,3,4,3,2,2,3,3,3,3,61,#里约奥运会# 【“不懂球的胖纸”辛苦啦[威武]】那位中国乒乓天团背后的胖子[偷笑]，对！刘国梁，绝对是个全能多面手。魔鬼训练队员，提供呐喊、助威、唤醒服务，送水送毛巾，么么哒队员[亲亲]，还得亲自煮面犒赏三军......于是中国连续三届奥运拿下乒乓全部金牌[奥运金牌]。有网友说：“又当爹又当妈...全文： http://m.weibo.cn/1891503444/4009944795388322,HLT,joy,18,17,14,12
183,2020/3/26 19:12:09,181秒,样本服务,,4,3,3,2,3,3,2,3,3,3,4,4,2,3,3,3,1,2,3,3,3,3,59,#里约奥运会# 【“不懂球的胖纸”辛苦啦[威武]】那位中国乒乓天团背后的胖子[偷笑]，对！刘国梁，绝对是个全能多面手。魔鬼训练队员，提供呐喊、助威、唤醒服务，送水送毛巾，么么哒队员[亲亲]，还得亲自煮面犒赏三军......于是中国连续三届奥运拿下乒乓全部金牌[奥运金牌]。有网友说：“又当爹又当妈...全文： http://m.weibo.cn/1891503444/4009944795388322,HLT,joy,16,19,12,12
184,2020/3/26 19:12:14,182秒,样本服务,,4,2,2,2,1,2,2,3,3,1,4,3,2,3,4,3,2,2,3,3,3,2,52,#里约奥运会# 【“不懂球的胖纸”辛苦啦[威武]】那位中国乒乓天团背后的胖子[偷笑]，对！刘国梁，绝对是个全能多面手。魔鬼训练队员，提供呐喊、助威、唤醒服务，送水送毛巾，么么哒队员[亲亲]，还得亲自煮面犒赏三军......于是中国连续三届奥运拿下乒乓全部金牌[奥运金牌]。有网友说：“又当爹又当妈...全文： http://m.weibo.cn/1891503444/4009944795388322,HLT,joy,11,16,14,11
185,2020/3/26 19:12:34,211秒,样本服务,,4,2,2,1,2,1,2,1,2,1,2,1,2,1,2,1,2,1,2,1,2,1,32,#里约奥运会# 【“不懂球的胖纸”辛苦啦[威武]】那位中国乒乓天团背后的胖子[偷笑]，对！刘国梁，绝对是个全能多面手。魔鬼训练队员，提供呐喊、助威、唤醒服务，送水送毛巾，么么哒队员[亲亲]，还得亲自煮面犒赏三军......于是中国连续三届奥运拿下乒乓全部金牌[奥运金牌]。有网友说：“又当爹又当妈...全文： http://m.weibo.cn/1891503444/4009944795388322,HLT,joy,10,9,7,6
186,2020/3/26 19:13:06,182秒,样本服务,,5,3,4,4,3,3,4,3,3,3,4,3,3,4,3,3,4,3,4,3,4,3,71,7月12日本报二版为您呈现：中国文物保护基金会召开专项基金工作座谈会、安徽铜陵全力抢险凤凰山铜矿金牛洞古采矿遗址、国博举办《四部医典》曼唐长卷——娘本唐卡艺术传承成果展、湖北实施“三级联审”模式，加快推进文物普查数据审核、新疆举办第一次全国可移动文物普查培训班、《南海诸岛地理志略》...全文： http://m.weibo.cn/1250227403/3997198805156773,HLT,joy,21,19,17,14
