idx,submittime,costtime,source,detail,text_id,M1-1,M1-2,M1-3,M1-4,M1-5,M1-6,M2-1,M2-2,M2-3,M2-4,M2-5,M2-6,M3-1,M3-2,M3-3,M3-4,M3-5,M4-1,M4-2,M4-3,M4-4,total_score,text,label,emotion,M1,M2,M3,M4
61,2019/12/3 18:08:59,373秒,样本服务,,1,1,3,2,2,3,3,4,4,4,4,3,3,2,2,3,1,2,1,1,2,2,52,紧急通知： 妇幼保健院通知、：现在得白血病的小孩越来越多，妇幼保健院提示您，请不要给宝宝喝爽歪歪和有添加剂的牛奶饮料，告诉家里有小孩的朋友，旺仔牛奶、可口可乐、爽歪歪、娃哈哈AD钙奶、未来星、Q星、美汁源果粒奶优的。都含有肉毒杆菌。现在紧急召回。有孩子的都转下！！！   没娃转转！！！,HLF,fear,14,22,10,6
62,2019/12/3 18:10:16,146秒,样本服务,,3,2,3,2,2,2,3,2,2,1,4,2,2,1,1,2,1,1,1,1,2,1,38,【可恶！骆驼被砍四肢当街行乞】骆驼一般只在动物园才能见到，但近日，人们却在福州街头见到一只乞讨的骆驼。骆驼身旁有两位衣衫褴褛的人跪在地上磕头乞讨。民警发现，骆驼的四肢均有不同程度的损伤，四肢均无蹄子，据伤口观测有很大可能是人为造成。警方已协调相关部门处理,HLF,anger,14,13,6,5
63,2019/12/3 18:10:46,117秒,样本服务,,2,2,2,2,2,2,2,3,3,3,3,3,3,3,2,2,2,2,2,2,2,2,49,"看，安利老板死了！才56岁，吃了27年的纽崔莱，好讽刺啊。再看！安利成冠3S系统创始人陈观田因肝癌56岁去世,干了27年安利,27年纽崔莱,为美国人赚了27年钱。请再看，安利大师超凡创办人王慈官《远离贫穷》的作者，在福州逝世.天天吃安利保健品享年61岁。",HLF,disgust,12,18,11,8
64,2019/12/3 18:10:46,117秒,样本服务,,3,1,3,2,1,2,3,3,2,2,4,3,2,2,3,3,1,1,2,3,4,1,48,【可恶！骆驼被砍四肢当街行乞】骆驼一般只在动物园才能见到，但近日，人们却在福州街头见到一只乞讨的骆驼。骆驼身旁有两位衣衫褴褛的人跪在地上磕头乞讨。民警发现，骆驼的四肢均有不同程度的损伤，四肢均无蹄子，据伤口观测有很大可能是人为造成。警方已协调相关部门处理,HLF,anger,12,16,10,10
65,2019/12/3 18:12:51,117秒,样本服务,,1,3,2,3,3,3,3,4,4,4,4,3,4,3,3,4,2,3,2,4,4,4,69,紧急通知： 妇幼保健院通知、：现在得白血病的小孩越来越多，妇幼保健院提示您，请不要给宝宝喝爽歪歪和有添加剂的牛奶饮料，告诉家里有小孩的朋友，旺仔牛奶、可口可乐、爽歪歪、娃哈哈AD钙奶、未来星、Q星、美汁源果粒奶优的。都含有肉毒杆菌。现在紧急召回。有孩子的都转下！！！   没娃转转！！！,HLF,fear,17,23,15,14
66,2019/12/3 18:13:09,135秒,样本服务,,5,1,2,2,1,2,3,3,3,4,4,3,4,2,2,1,1,1,1,2,1,1,44,小女孩死于用完没有收好的手机充电器，她将充电器的一端放进嘴里，触电身亡，女孩父母悔恨不已，主动站起来警示大家！请不要让悲剧重复！,HLF,fear,11,21,7,5
67,2019/12/3 18:14:39,156秒,样本服务,,4,2,3,2,2,2,3,3,4,3,4,2,3,1,2,2,1,2,2,1,1,1,46,在宁波已发现中国国内第一起埃博拉，此疾病基本死亡率90%。流入中国时间比专家预估时间早十天。大家务必提醒孩子和家人随时肥皂洗手，不吃街边摊和露天食物，买回家的成品食物务必煮开食用，防范在先！切记此次埃博拉极可能发展为比SARS更可怕的瘟疫。大家注意卫生，保重！😳,HLF,fear,14,19,8,5
68,2019/12/3 18:15:37,203秒,样本服务,,2,1,2,3,1,2,4,3,3,4,4,2,3,1,1,2,1,2,3,4,1,2,49,"看，安利老板死了！才56岁，吃了27年的纽崔莱，好讽刺啊。再看！安利成冠3S系统创始人陈观田因肝癌56岁去世,干了27年安利,27年纽崔莱,为美国人赚了27年钱。请再看，安利大师超凡创办人王慈官《远离贫穷》的作者，在福州逝世.天天吃安利保健品享年61岁。",HLF,disgust,13,19,7,10
69,2019/12/3 18:17:02,118秒,样本服务,,3,2,3,1,1,2,2,3,2,3,4,2,3,3,2,3,1,1,1,2,2,2,45,【可恶！骆驼被砍四肢当街行乞】骆驼一般只在动物园才能见到，但近日，人们却在福州街头见到一只乞讨的骆驼。骆驼身旁有两位衣衫褴褛的人跪在地上磕头乞讨。民警发现，骆驼的四肢均有不同程度的损伤，四肢均无蹄子，据伤口观测有很大可能是人为造成。警方已协调相关部门处理,HLF,anger,11,17,10,7
70,2019/12/3 18:17:02,117秒,样本服务,,5,1,1,2,1,1,4,4,4,3,2,3,4,3,3,4,2,2,1,3,2,1,51,小女孩死于用完没有收好的手机充电器，她将充电器的一端放进嘴里，触电身亡，女孩父母悔恨不已，主动站起来警示大家！请不要让悲剧重复！,HLF,fear,10,20,14,7
71,2019/12/3 18:17:13,130秒,样本服务,,4,1,1,1,1,1,2,2,2,2,3,2,2,2,2,2,1,2,2,2,2,2,37,在宁波已发现中国国内第一起埃博拉，此疾病基本死亡率90%。流入中国时间比专家预估时间早十天。大家务必提醒孩子和家人随时肥皂洗手，不吃街边摊和露天食物，买回家的成品食物务必煮开食用，防范在先！切记此次埃博拉极可能发展为比SARS更可怕的瘟疫。大家注意卫生，保重！😳,HLF,fear,7,13,9,8
72,2019/12/3 18:18:30,145秒,样本服务,,4,1,3,1,1,1,4,3,4,3,4,4,4,3,3,3,1,1,1,3,3,2,53,在宁波已发现中国国内第一起埃博拉，此疾病基本死亡率90%。流入中国时间比专家预估时间早十天。大家务必提醒孩子和家人随时肥皂洗手，不吃街边摊和露天食物，买回家的成品食物务必煮开食用，防范在先！切记此次埃博拉极可能发展为比SARS更可怕的瘟疫。大家注意卫生，保重！😳,HLF,fear,11,22,11,9
73,2019/12/3 18:19:12,126秒,样本服务,,2,3,3,2,1,2,3,3,3,2,3,2,3,1,2,2,3,2,1,2,3,2,48,"看，安利老板死了！才56岁，吃了27年的纽崔莱，好讽刺啊。再看！安利成冠3S系统创始人陈观田因肝癌56岁去世,干了27年安利,27年纽崔莱,为美国人赚了27年钱。请再看，安利大师超凡创办人王慈官《远离贫穷》的作者，在福州逝世.天天吃安利保健品享年61岁。",HLF,disgust,14,16,10,8
74,2019/12/3 18:20:04,117秒,样本服务,,4,2,4,2,2,2,3,3,4,4,3,3,2,2,3,2,2,2,3,3,2,3,56,在宁波已发现中国国内第一起埃博拉，此疾病基本死亡率90%。流入中国时间比专家预估时间早十天。大家务必提醒孩子和家人随时肥皂洗手，不吃街边摊和露天食物，买回家的成品食物务必煮开食用，防范在先！切记此次埃博拉极可能发展为比SARS更可怕的瘟疫。大家注意卫生，保重！😳,HLF,fear,15,19,11,11
75,2019/12/3 18:20:42,190秒,样本服务,,5,1,4,3,1,2,3,4,4,4,2,2,4,3,3,3,2,3,1,2,3,1,55,小女孩死于用完没有收好的手机充电器，她将充电器的一端放进嘴里，触电身亡，女孩父母悔恨不已，主动站起来警示大家！请不要让悲剧重复！,HLF,fear,14,20,14,7
76,2019/12/3 18:21:22,186秒,样本服务,,3,1,4,2,1,1,4,3,3,3,4,3,2,2,2,2,1,2,3,3,3,1,50,【可恶！骆驼被砍四肢当街行乞】骆驼一般只在动物园才能见到，但近日，人们却在福州街头见到一只乞讨的骆驼。骆驼身旁有两位衣衫褴褛的人跪在地上磕头乞讨。民警发现，骆驼的四肢均有不同程度的损伤，四肢均无蹄子，据伤口观测有很大可能是人为造成。警方已协调相关部门处理,HLF,anger,13,18,9,10
77,2019/12/3 18:21:34,204秒,样本服务,,1,2,2,2,2,1,2,1,2,2,3,2,2,1,2,2,1,1,1,2,2,2,37,紧急通知： 妇幼保健院通知、：现在得白血病的小孩越来越多，妇幼保健院提示您，请不要给宝宝喝爽歪歪和有添加剂的牛奶饮料，告诉家里有小孩的朋友，旺仔牛奶、可口可乐、爽歪歪、娃哈哈AD钙奶、未来星、Q星、美汁源果粒奶优的。都含有肉毒杆菌。现在紧急召回。有孩子的都转下！！！   没娃转转！！！,HLF,fear,11,12,7,7
78,2019/12/3 18:22:12,117秒,样本服务,,1,1,1,1,1,1,4,1,1,1,4,1,1,1,1,1,1,1,1,1,1,1,27,紧急通知： 妇幼保健院通知、：现在得白血病的小孩越来越多，妇幼保健院提示您，请不要给宝宝喝爽歪歪和有添加剂的牛奶饮料，告诉家里有小孩的朋友，旺仔牛奶、可口可乐、爽歪歪、娃哈哈AD钙奶、未来星、Q星、美汁源果粒奶优的。都含有肉毒杆菌。现在紧急召回。有孩子的都转下！！！   没娃转转！！！,HLF,fear,9,9,5,4
79,2019/12/3 18:23:54,390秒,样本服务,,2,3,3,2,3,2,2,2,2,3,2,3,2,3,2,2,2,3,2,3,2,3,51,"看，安利老板死了！才56岁，吃了27年的纽崔莱，好讽刺啊。再看！安利成冠3S系统创始人陈观田因肝癌56岁去世,干了27年安利,27年纽崔莱,为美国人赚了27年钱。请再看，安利大师超凡创办人王慈官《远离贫穷》的作者，在福州逝世.天天吃安利保健品享年61岁。",HLF,disgust,15,14,12,10
80,2019/12/3 19:26:47,122秒,样本服务,,3,2,2,1,1,1,2,2,3,3,4,3,3,2,3,3,1,3,2,3,4,3,51,【可恶！骆驼被砍四肢当街行乞】骆驼一般只在动物园才能见到，但近日，人们却在福州街头见到一只乞讨的骆驼。骆驼身旁有两位衣衫褴褛的人跪在地上磕头乞讨。民警发现，骆驼的四肢均有不同程度的损伤，四肢均无蹄子，据伤口观测有很大可能是人为造成。警方已协调相关部门处理,HLF,anger,9,18,12,12
81,2019/12/3 19:27:19,5817秒,样本服务,,3,3,4,3,2,3,4,3,2,2,1,2,3,4,3,2,3,4,3,2,3,4,60,【可恶！骆驼被砍四肢当街行乞】骆驼一般只在动物园才能见到，但近日，人们却在福州街头见到一只乞讨的骆驼。骆驼身旁有两位衣衫褴褛的人跪在地上磕头乞讨。民警发现，骆驼的四肢均有不同程度的损伤，四肢均无蹄子，据伤口观测有很大可能是人为造成。警方已协调相关部门处理,HLF,anger,19,13,16,12
82,2019/12/3 19:28:03,132秒,样本服务,,3,2,3,2,2,2,3,3,4,3,4,2,2,2,2,1,1,1,2,1,2,1,45,【可恶！骆驼被砍四肢当街行乞】骆驼一般只在动物园才能见到，但近日，人们却在福州街头见到一只乞讨的骆驼。骆驼身旁有两位衣衫褴褛的人跪在地上磕头乞讨。民警发现，骆驼的四肢均有不同程度的损伤，四肢均无蹄子，据伤口观测有很大可能是人为造成。警方已协调相关部门处理,HLF,anger,14,18,7,6
83,2019/12/3 19:28:20,154秒,样本服务,,4,1,3,2,1,2,4,3,3,3,4,4,3,2,1,2,1,1,2,2,2,1,47,在宁波已发现中国国内第一起埃博拉，此疾病基本死亡率90%。流入中国时间比专家预估时间早十天。大家务必提醒孩子和家人随时肥皂洗手，不吃街边摊和露天食物，买回家的成品食物务必煮开食用，防范在先！切记此次埃博拉极可能发展为比SARS更可怕的瘟疫。大家注意卫生，保重！😳,HLF,fear,13,20,7,7
84,2019/12/3 19:29:04,134秒,样本服务,,5,1,3,2,2,2,2,3,3,3,4,2,3,2,3,3,2,2,2,1,3,2,50,小女孩死于用完没有收好的手机充电器，她将充电器的一端放进嘴里，触电身亡，女孩父母悔恨不已，主动站起来警示大家！请不要让悲剧重复！,HLF,fear,12,18,12,8
85,2019/12/3 19:31:02,126秒,样本服务,,1,2,3,2,2,2,3,3,3,1,4,3,3,1,1,1,1,2,1,2,2,1,43,紧急通知： 妇幼保健院通知、：现在得白血病的小孩越来越多，妇幼保健院提示您，请不要给宝宝喝爽歪歪和有添加剂的牛奶饮料，告诉家里有小孩的朋友，旺仔牛奶、可口可乐、爽歪歪、娃哈哈AD钙奶、未来星、Q星、美汁源果粒奶优的。都含有肉毒杆菌。现在紧急召回。有孩子的都转下！！！   没娃转转！！！,HLF,fear,14,17,6,6
86,2019/12/3 19:31:25,142秒,样本服务,,2,2,1,1,2,2,2,1,2,2,4,2,1,2,2,1,2,1,2,2,1,1,36,"看，安利老板死了！才56岁，吃了27年的纽崔莱，好讽刺啊。再看！安利成冠3S系统创始人陈观田因肝癌56岁去世,干了27年安利,27年纽崔莱,为美国人赚了27年钱。请再看，安利大师超凡创办人王慈官《远离贫穷》的作者，在福州逝世.天天吃安利保健品享年61岁。",HLF,disgust,10,12,8,6
87,2019/12/3 19:32:02,125秒,样本服务,,3,1,2,2,3,1,3,3,3,3,4,3,3,2,2,3,1,2,3,2,2,2,50,【可恶！骆驼被砍四肢当街行乞】骆驼一般只在动物园才能见到，但近日，人们却在福州街头见到一只乞讨的骆驼。骆驼身旁有两位衣衫褴褛的人跪在地上磕头乞讨。民警发现，骆驼的四肢均有不同程度的损伤，四肢均无蹄子，据伤口观测有很大可能是人为造成。警方已协调相关部门处理,HLF,anger,12,19,10,9
88,2019/12/3 19:32:09,194秒,样本服务,,1,2,2,1,1,2,4,3,3,4,4,3,4,3,3,3,2,3,2,3,4,2,58,紧急通知： 妇幼保健院通知、：现在得白血病的小孩越来越多，妇幼保健院提示您，请不要给宝宝喝爽歪歪和有添加剂的牛奶饮料，告诉家里有小孩的朋友，旺仔牛奶、可口可乐、爽歪歪、娃哈哈AD钙奶、未来星、Q星、美汁源果粒奶优的。都含有肉毒杆菌。现在紧急召回。有孩子的都转下！！！   没娃转转！！！,HLF,fear,12,21,14,11
89,2019/12/3 19:34:05,177秒,样本服务,,4,2,3,2,2,3,3,3,4,2,3,3,4,3,4,4,2,2,1,3,3,2,58,在宁波已发现中国国内第一起埃博拉，此疾病基本死亡率90%。流入中国时间比专家预估时间早十天。大家务必提醒孩子和家人随时肥皂洗手，不吃街边摊和露天食物，买回家的成品食物务必煮开食用，防范在先！切记此次埃博拉极可能发展为比SARS更可怕的瘟疫。大家注意卫生，保重！😳,HLF,fear,15,19,15,9
90,2019/12/3 19:34:06,124秒,样本服务,,5,1,3,2,2,2,3,3,4,3,4,3,3,3,4,4,2,2,1,2,3,2,56,小女孩死于用完没有收好的手机充电器，她将充电器的一端放进嘴里，触电身亡，女孩父母悔恨不已，主动站起来警示大家！请不要让悲剧重复！,HLF,fear,13,20,15,8
91,2019/12/3 19:34:29,141秒,样本服务,,2,2,3,2,1,2,3,4,4,3,4,3,4,3,4,4,1,1,2,2,1,2,55,"看，安利老板死了！才56岁，吃了27年的纽崔莱，好讽刺啊。再看！安利成冠3S系统创始人陈观田因肝癌56岁去世,干了27年安利,27年纽崔莱,为美国人赚了27年钱。请再看，安利大师超凡创办人王慈官《远离贫穷》的作者，在福州逝世.天天吃安利保健品享年61岁。",HLF,disgust,13,22,13,7
92,2019/12/3 19:37:29,168秒,样本服务,,5,1,3,2,1,1,1,4,4,2,4,4,3,2,1,2,1,1,1,1,1,1,41,小女孩死于用完没有收好的手机充电器，她将充电器的一端放进嘴里，触电身亡，女孩父母悔恨不已，主动站起来警示大家！请不要让悲剧重复！,HLF,fear,9,21,7,4
93,2019/12/3 19:37:56,351秒,样本服务,,1,1,3,2,1,3,2,4,3,1,2,4,4,2,2,4,1,3,2,4,1,3,52,紧急通知： 妇幼保健院通知、：现在得白血病的小孩越来越多，妇幼保健院提示您，请不要给宝宝喝爽歪歪和有添加剂的牛奶饮料，告诉家里有小孩的朋友，旺仔牛奶、可口可乐、爽歪歪、娃哈哈AD钙奶、未来星、Q星、美汁源果粒奶优的。都含有肉毒杆菌。现在紧急召回。有孩子的都转下！！！   没娃转转！！！,HLF,fear,12,18,12,10
94,2019/12/3 19:38:37,130秒,样本服务,,2,2,2,2,2,1,2,1,3,2,4,3,3,3,2,3,2,3,2,3,3,1,49,"看，安利老板死了！才56岁，吃了27年的纽崔莱，好讽刺啊。再看！安利成冠3S系统创始人陈观田因肝癌56岁去世,干了27年安利,27年纽崔莱,为美国人赚了27年钱。请再看，安利大师超凡创办人王慈官《远离贫穷》的作者，在福州逝世.天天吃安利保健品享年61岁。",HLF,disgust,11,16,13,9
95,2019/12/3 19:42:26,117秒,样本服务,,2,1,2,2,1,1,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,55,"看，安利老板死了！才56岁，吃了27年的纽崔莱，好讽刺啊。再看！安利成冠3S系统创始人陈观田因肝癌56岁去世,干了27年安利,27年纽崔莱,为美国人赚了27年钱。请再看，安利大师超凡创办人王慈官《远离贫穷》的作者，在福州逝世.天天吃安利保健品享年61岁。",HLF,disgust,10,18,15,12
96,2019/12/3 19:43:03,140秒,样本服务,,5,3,1,4,3,4,3,4,4,4,4,4,4,4,4,4,3,4,2,4,2,1,70,小女孩死于用完没有收好的手机充电器，她将充电器的一端放进嘴里，触电身亡，女孩父母悔恨不已，主动站起来警示大家！请不要让悲剧重复！,HLF,fear,18,24,19,9
97,2019/12/3 19:43:31,118秒,样本服务,,5,1,1,1,1,1,1,1,1,1,4,1,1,1,1,1,1,1,1,1,1,1,24,小女孩死于用完没有收好的手机充电器，她将充电器的一端放进嘴里，触电身亡，女孩父母悔恨不已，主动站起来警示大家！请不要让悲剧重复！,HLF,fear,6,9,5,4
98,2019/12/3 19:43:33,161秒,样本服务,,4,3,4,2,3,3,2,4,4,3,2,2,4,4,1,2,1,1,1,1,2,2,51,在宁波已发现中国国内第一起埃博拉，此疾病基本死亡率90%。流入中国时间比专家预估时间早十天。大家务必提醒孩子和家人随时肥皂洗手，不吃街边摊和露天食物，买回家的成品食物务必煮开食用，防范在先！切记此次埃博拉极可能发展为比SARS更可怕的瘟疫。大家注意卫生，保重！😳,HLF,fear,17,19,9,6
99,2019/12/3 19:43:38,189秒,样本服务,,4,2,3,2,1,2,2,2,2,2,4,2,2,1,1,1,1,2,1,1,1,1,36,在宁波已发现中国国内第一起埃博拉，此疾病基本死亡率90%。流入中国时间比专家预估时间早十天。大家务必提醒孩子和家人随时肥皂洗手，不吃街边摊和露天食物，买回家的成品食物务必煮开食用，防范在先！切记此次埃博拉极可能发展为比SARS更可怕的瘟疫。大家注意卫生，保重！😳,HLF,fear,12,14,6,4
100,2019/12/3 19:43:42,126秒,样本服务,,4,1,3,2,2,1,3,3,4,3,4,3,3,2,2,2,3,2,1,2,3,3,52,在宁波已发现中国国内第一起埃博拉，此疾病基本死亡率90%。流入中国时间比专家预估时间早十天。大家务必提醒孩子和家人随时肥皂洗手，不吃街边摊和露天食物，买回家的成品食物务必煮开食用，防范在先！切记此次埃博拉极可能发展为比SARS更可怕的瘟疫。大家注意卫生，保重！😳,HLF,fear,12,20,11,9
