歌曲ID,歌单标题,创建者昵称,创建者id,介绍,歌曲数量,播放量,添加到播放列表次数,分享次数,评论数
5387117658,轰炸机上脑说唱,BADKID厂牌,601348625,介绍：	纯正好货！！！炸烂你的耳膜 不定时更新	,57,163080,1185,216,104
6959864827,My nonsense,DoubleS帥帥,381498962,介绍：	Tell me what is free and easy?	,10,23107,133,0,评论
5014099772,Cherish二姗,星綏-Dr,1761709994,介绍：	姗姐唱歌爷青回！	,65,99093,1100,2,5
5456886586,顶级说唱伴奏丨2021丨TRAP BEATS丨免费,ProdRaymone,305156777,介绍：	※ 致力于打造成网易云最新潮最精致的说唱伴奏歌单，为说唱歌手和制作人提供便利，主要的风格有 [TRAP - YSL丨DRILL] -Gunna丨 Young Thug 丨Lil Keed 丨Lil Baby 丨Future 丨Drake 丨Dababy 丨Pop Smoke ...	,176,202774,2349,12,7
5262438368,态度说唱 | 跟着节拍 摆出最SWAG的姿势,原创君,201586,介绍：	跟随音乐 身体律动	摆出最SWAG的姿势	什么都不重要	展示你的态度		（封面来自于网络）	,57,424060,3471,60,38
5468127585,带你发掘宝藏歌曲✨,舰长_L,569343984,介绍：	999+助力歌单☀️	为你提供优秀的中文小众歌曲	入单请私信作者	,63,1689948,19841,30,10
6703410214,“掉进陷阱也不影响我摇起来”trap说唱,SurpassMusic,4917056566,介绍：	听着走路都带风的说唱，嗨起来	trap歌单，持续更新	,34,364264,932,7,6
6816961969,想成为rapper、,林池恩ov,2083716995,介绍：	rap rap rap	,85,4467,207,0,评论
5269453086,「Hip-hop研究所」潮酷出街丨开启你的Swag,丨IIIIIIIIII丨,485543957,介绍：	律动的节奏感，带动你的神经，在炫酷的氛围中找到精神共鸣。		嘻哈是一种力量，诞生自阴影中，象征着美好的未来。	反映的是一种真实，是一种无畏，是一种对待事情的感性思考。		每个人都可以很嘻哈，每个人...	,320,1392649,18877,392,48
6654707531,嘻哈音乐强势来袭，掀起一场“说唱风暴”,闷一桶冰镇雪碧吧,3348815942,介绍：	随着这几年说唱音乐的发展，中文说唱逐渐走进了普通老百姓的视野里，越来越多的人开始并加入到中文说唱的大军里，一些有实力的rapper也逐渐地下走出了困境，成为跻身主流乐坛的实力唱将。	,30,406231,2351,25,15
5351538447,编辑精选Vol.52 | 新人秀,云音乐说唱专区,3856379473,介绍：	谁会代表下一个十年？	,589,195307,1119,11,6
6593961746,『饶舌艺术家』词曲俱佳的宝藏说唱,原创君,201586,介绍：	保持内心的秩序	不管世界多么拥挤	就算是单枪匹马走也从不觉得lonely		/封面来自@Gocodoyo	,32,4395155,50920,448,221
6607426701,sweet|情歌rap,dazzd,381977701,介绍：	上榜请私信	,16,125570,617,886,评论
2721633452,rap伴奏！免费用–,Begita-,1402795052,介绍：	★	需要投稿的可以联系我	,1170,102188,1390,18,5
2582733619,【R&B说唱】欧美R&B中文R&B hiphop说唱歌单,kyrielong8,1626721546,介绍：	优秀的中文说唱作品，马思唯，刘聪	,69,195113,3485,47,11
6720882647,炸翻全场Freestyle说唱伴奏/Rap Beat,说唱少女101,3372680209,介绍：	今天你Freestyle了吗	,50,58987,475,5,评论
6996913006,【情歌BEAT】写首甜甜的情歌给ta吧～,古瑞斯Graps,610336824,介绍：	（持续更新中）用这个歌单，在下一个情人节之前给TA写一首情歌吧~	,44,1565,14,0,评论
6814170292,姜云升歌单（创建不易感谢收藏）,小琪爱吃姜,1882785135,介绍：	太阳东升西落 姜云升必将匀升	,100,191501,8708,95,41
7063219299,Street Dance(梦想),丿坏BoY灬,1745568976,介绍：	(个人爱好 Peace&Love）Rap有很多种表达形式，大概可以分为几种：Hip Hop/嘻哈、 Trap Rap/陷阱说唱、 Gangsta Rap/匪帮说唱、 Hardcore Rap/硬核说唱 、Jazz Rap/爵士说唱、Old School/老派说唱、New Sch...	,319,721,1,0,评论
6860942116,心碎博物馆︱温柔终究扑了空,剧终人散以后,2136251484,介绍：	做什么都要顾及别人的感受，我顾及别人，那谁曾顾及我，失望攒多了会放弃。		,66,512045,2385,24,6
5074544736,♥︎Rapper♥︎也太温柔了吧,一片孤叶行舟,1920909079,介绍：	没有人可以左右你的情绪，除非你同意	,79,1707355,6481,1280,15
5468776566,BoomShake杭州总店 HIPHOP热单,-Jackson-X-,386332059,介绍：	杭州boomshake总店hiphop热单	,96,30251,581,36,3
6735795475,听rapper说情话，甜到你心里,Cast-Off-Music3,4987484153,介绍：	【甜系rap】听rapper说情话，甜到你心里。	,129,542046,7529,274,42
6880762797,FireHydrant消火栓,姜云升的地下情人,1577318278,介绍：	就像你永远无法找到两片完全一模一样的叶片一般，我们每个人的灵魂都是独一无二的。所以在这个夏天，我们希望您在消火栓为您营造的避难所中找到属于你的画像	,141,2157,41,3,评论
6820739497,2021 XXL Freshman精选集|听这些了解他们,JoynerLucas508-507_,1787976864,介绍：	6月17日 XXL官方公布了2021 XXL Freshman Class 的11位入选者名单 他们分别是42 Dugg Blxst Coi Leray DDG Flo Milli iann dior Lakeyah Pooh Shiesty Morray Rubi Rose Toosii.	外网网友似乎对这届XXL新生...	,33,46681,653,14,9
6623459511,流行说唱：饶舌风暴来袭根本停不下来,半眠two,554690582,介绍：	Guy，愿你：		永远温柔		永远清醒		永远难以亲近		－—－—－—－—－—－—－—－—－	第一首歌为置顶	半眠two®	,122,405815,4303,43,10
5411971340,还是饶不过你阿,曹县买了两套房,1907500689,介绍：	你会喜欢的吧……会喜欢的吧……会喜欢吧	不定期更新歌单 建议随机播放	欢迎音乐投稿	禁抄	,881,161526,1999,72,114
2834027258,rapper说情话!藏在宇宙星河里的浪漫,顾柒柒不难过,346769611,介绍：	前方高能预警！rapper 要开始说情话啦，这份高甜的rap合集请注意查收。	希望你的梦里有甜甜的大白兔奶糖，有不会融化的草莓冰淇淋，有温度刚好的安慕希，有刚新鲜出炉的大肉包，有新鲜的苹果汁，有黏黏的香...	,350,2166678,30234,328,143
6965414416,热血说唱 ‧ Soul rap ‧ 双手合十许下愿望,酷洛米大人的飞行笔记,3949135857,介绍：	“双手合十，许下愿望。写下歌词，让风吹到远方。”	,80,189208,1109,12,评论
5452112189,经历与励志写进说唱里｜生活就是一场战斗,脱离地表,59402966,介绍：	向下扎根，向上攀登。	生活就是一场与自己之间的战斗。	一首歌一个故事	每一个rapper都有着自己的经历	用说唱诉说自己的励志故事。	希望每个身怀梦想的你，能够不断的为之努力奋斗！	,41,291802,1287,3,1
6586030612,说唱最新声Vol.3 | 新生势力最强音,云音乐说唱专区,3856379473,介绍：	这个歌单系列会收录近期编辑部搜集到的新人发布的说唱作品或是最新的小众作品，在这些作品里大家更喜欢哪一首呢，一起来评论区分享吧	,48,226723,820,0,评论
6939092055,处女座的歌单 | 悲观的乐观主义者,一只眼睛的鹿_,1447630647,介绍：	全是自己的小红心的歌曲 希望有人会喜欢	,87,170493,3529,1,5
6602694416,「 社恐必备 」社交牛逼症养成走路生风系列,KaiHing哥哥,134695427,介绍：	♡戴上耳机听着最屌的音乐走出六亲不认的步伐	社交牛逼症养成克服社恐走路生风系列Rap/电子合篇♡		﹌﹌﹌﹌﹌﹌﹌﹌﹌﹌﹌﹌﹌﹌﹌﹌﹌﹌﹌﹌﹌	【主要风格】		Rap部分 ：	陷阱{Trap Rap/Drill}	快嘴{Cho...	,110,433476,11502,182,63
5011718745,高质量emo beats | 持续更新,Wavy_lik,456224971,介绍：	关注我+收藏=可投稿 使用时请看作者标注	【定期清理售断】	没回就是没收录	,239,471020,1797,37,28
6838935099,ice paper冰老师,YounG-Silver,1295049957,介绍：	ice paper		,49,4370,154,0,评论
5214554067,青春迷宫丨爱之龙卷风丨hiphop录音棚,MiserC,552899711,介绍：	爱情不止眼前的悲伤，也有热恋的欢愉～（持续更新）	,161,1676184,17694,17,22
5310909704,丧rap说唱 | 我知道你不爱我,剧终人散以后,2136251484,介绍：	喧嚣如果不停，让我陪你安静	,56,372307,2798,1846,2
7002760301,高质量说唱伴奏/Rap BEAT/国产beat,用户yongfangci19600119-,2103610099,介绍：	时间会告诉我们，简单的喜欢最长远，平凡中的陪伴最心安，懂你的人最温暖	,338,198662,1405,0,5
6961129909,『驾驶』露营/买菜/炸街副驾专属Hiphop,Ceaoee,1368489004,介绍：	新单慢慢收，精选日常开车最爱的chill hiphop	,52,5689,110,1,1
2786240378,华语说唱：撩得你无法自拔,小攀哟,1407747620,介绍：	不怕流氓有文化，就怕Rapper说情话		我喜欢你！不是情话 是心里话.	封面/GAI		歌单创建：2019.5.5	歌单修改：2019.5.17	歌单完善：2019.6.5	歌单制作：小攀哟		勿侵、欢迎收藏	,159,4336791,38921,376,635
5369148099,【精选】Boombap Old school说唱伴奏 Rap,西蒙的孩子,1464389727,介绍：	精选优质的 Boombap 伴奏		各位Rappper 抓紧收藏		持续更新—狠货源源不断		制作人们拿出优秀的作品踊跃投稿	,12,41918,510,228,评论
6607540698,说唱|爱一个人要有耐心,dazzd,381977701,介绍：	上榜请私信	,15,18410,642,910,1
6902990686,爱奇艺少年说唱企划2021【持续更新】,如果我不说唱了,513946110,介绍：	少年说唱企划最全合集，持续更新！	,157,101722,797,5,3
5397020595,老 亚 逼 了,B_Flood,1772062234,介绍：	亚	,521,59117,1867,18,19
6923487270,跳舞俱乐部实用,DJ_ZKeen,1710083309,介绍：	分享一些想不到却很实用的歌曲，一些特别主流特别火的歌曲就不更新了 风格比较杂 K-Pop hiphop（old school，new wave）Trap 中文说唱 乐队 流行 欧美	,544,1640,42,1,评论
6976566339,Lil Asian-2021,Lil_Asian,621635311,介绍：	说唱歌手Lil Asian2021年所有音乐作品。	,12,611,5,0,1
6600096174,星河亿万不如你|浪漫rap,dazzd,381977701,介绍：	上榜请私信	,16,188452,3236,3554,310
6945819874,【RAP】甜到炸裂,Cast-Off-Music3,4987484153,介绍：	时光温柔，还需你懂。生活可爱，也要你宠。	,33,182396,2667,219,4
3100325656,[ 广东最火 90后说唱代表作 ],嘻哈音乐站台台长,493584196,介绍：	全网最好听的90后rap歌手代表，持续更新，记得收藏哟~	,55,143878,1100,4,2
6680946846,Trap Beat｜刚好配你炸裂的verse,Chillboigotit,532631661,介绍：	炸了 炸了 欢迎投稿	,48,1376548,3284,677,8
5314269249,欢迎来到亚文化的世界,食人咩咩羊,1955798361,介绍：	請 隨 機 播 放.	,139,28814,960,12,14
2955348838,【K-POP】南韩黑泡•风格各异 高精良作品集,LiLaCphoria伊柾,409028007,介绍：	封面：郑号锡 (BTS)		南韩Rapper，	他们有一种玩世不恭的神气，	这也是我喜欢上Rap的原因。	就像摇滚被赐予一种精神力量，	看似抽象的东西，	一旦融入灵魂，	一发不可收拾。		“那些被叫做Rapper的人是因为...	,160,396281,6984,319,229
2951338871,超甜说唱！｜开口跪的优质旋律,akaalaala,1329028896,介绍：	收录了华语的优质情歌说唱 	希望大家如果喜欢能够收藏	peace！	,116,3933692,35846,421,315
5104187312,国风说唱| 江湖江山各半生,白咿呀白,2040442269,介绍：	每当说唱中融入了中国风元素，这就是最酷的一首rap，不信你听！！	,57,140383,2696,13,4
7121935373,Free Beat /lil peep /NEW WAVE,應該愛愛我的人,2009221752,介绍：	如果那天想写歌了 不防来这里看看	,50,80063,7587,12,评论
5280773057,『伤感Rap』被你弄碎的心再也拼装不起来了,公路电台播放情歌_,1301374401,介绍：	怎么会那么懂事呐，连崩溃都是悄无声息	,91,162223,1848,14,3
6610768428,TPKC[The PionKey Crew],Zxy在向下扎根,443546368,介绍：	岭南师范学院TPKC	,46,138590,6550,2313,评论
6600166072,情歌rap|失而复得,dazzd,381977701,介绍：	上榜请私信	,17,414139,3281,3519,315
2362497494,Hiphop街舞舞曲节奏超强swag,BLACK_STAR黑星,1481142714,介绍：	一花一世界；	一首一灵魂；	即是舞、易是相伴；	皆因内心热爱才会与灵魂共舞.	,193,397868,5340,67,9
5069682147,每日一首小众歌,艾木皮三,1340526200,介绍：	每日一首小众歌 每日更新 欢迎投稿哦	,477,1647082,23618,361,163
7111751631,超神押韵 | 跟着丝滑的flow晃就完事了,浩瑄Acme,127676838,介绍：	“说唱不是唱的快押的多“	“也不是非得ganggang满口粗话才叫态度”	戴上耳机感受真正的real 黑怕~	,86,168603,4178,146,5
6892080041,81ptskobe,81ptskobe,1524837725,介绍：	b站up主：81ptskobe练球歌	赶紧听着给我去持球反击！	,63,4299,131,0,12
6600101145,浪漫说唱|撩动你的心,dazzd,381977701,介绍：	上榜请私信	,17,256635,3256,3586,319
6940418327,REVIVAL最佳经典Beat合集 | 说唱Beat精选,REVIVAL_MUSIC,439726041,介绍：	带你回味成就了REVIVAL的经典之作！	,41,2165,45,4,评论
5203647472,火爆的 | 中文说唱你值得拥有,圈圈的呆子,430376515,介绍：	听就完事了，别bb	爆不爆我说了算	听吧 粗暴一些	,37,481453,6025,321,1
2787488727,韩国 Rap，R&B,-地狱已打烊,319488285,介绍：	인생은 flex뿐$	,95,166184,2284,19,12
6854542277,【周杰伦风格 Beats合集&说唱伴奏】,RONIN-MUSIC,5011035536,介绍：	个人整理的周杰伦风格说唱伴奏，希望你能喜欢！	,27,186314,3474,2,评论
5446204862,夏之禹写散文/,东莞马思唯,553213330,介绍：	终于明白了那句话“你写词写得过夏之禹吗”	,48,17470,403,4,评论
7086586403,「说唱hiphop 【中文精选】Made in China,-甜饼怪BABE-,484356241,介绍：	喜欢的宝宝点个收藏会持续更新可以接受推广与合作	,682,367851,15922,73,6
5466179178,小众说唱伴奏”帝国“,C9_Offical,308688094,介绍：	小众说唱伴奏”帝国“	,53,366830,7318,15189,325
2226102118,高质量说唱伴奏(免费),黄普泽,1456681010,介绍：	我认为好听的免费伴奏都在这个歌单！	不收费！不收费！ 不收费！	随缘更新		欢迎投歌:v: 83841859 /free beat/风格不限.		我觉得不错会收录的		网易时常不在线，建议添加wx进行投稿	,422,469394,5998,67,19
7094650790,新泽西Jersey club drill,韭菜君总是如此慵懒,304088122,介绍：	Unicorn aka Killa Kherk Cobain 与制作人 Ace Mula 和 DJ Fade 于 2018 年开始为 Jersey Club 音乐尝试一种新的声音。虽然 99% 的 Jersey Club 音乐是为舞者和儿童创作的，但 Unicorn、Ace Mula 和 DJ Fa...	,47,238,14,1,评论
5466171223,超好听的小众情歌说唱伴奏,C9_Offical,308688094,介绍：	超好听的小众情歌说唱伴奏	,49,1048133,7403,15098,326
5298681099,摇滚Rockbeat伴奏未来复古朋克Punk放克,二十一樓_寂川,1524918266,介绍：	持续更新，质量有保证！接受投稿，无收费，要求不高，有灵感就好。	力推YouTB油管中 IOF的摇滚beat，GC beats的摇滚beat，个人认为非常棒。	,270,27462,523,9,3
5299558192,「Rap」中文说唱丨听说你想做个反派,张思芪,1670486393,介绍：	什么说唱类型都有 是一个杂货铺无疑了	日更	,252,184227,1620,5,5
6941373456,沙一汀网易云最全原声歌单,姜云升要谦虚o,1565364155,介绍：	沙一汀，男，1998年6月18日出生，《说唱新世代》选手。	2020年11月1日，获得《说唱新世代》总决赛季军。	无版权的歌曲置顶	,23,9776,503,2,3
6850656997,｜私自浪漫｜姜云升yyds！,今天有恋爱谈吗,1811393453,介绍：	落泪了 好多无音源了	我爱姜姜一万年 姜姜将匀升！！	封面会不定时换！	,87,1409,74,1,评论
7087617889,❆宝藏说唱 | 今年一起过暖冬吧,酷洛米大人的飞行笔记,3949135857,介绍：	寒冷存在的意义，也许就是让你找到更温暖的事物	,50,392891,1371,9,15
4908666294,EMO RAP 情绪说唱（国产）,H百分之60,1835927631,介绍：	emo时间到！我落泪情绪零碎！我落泪情绪零碎！我落泪情绪零碎！我落泪情绪零碎！我落泪情绪零碎！我落泪情绪零碎！我落泪情绪零碎！我落泪情绪零碎！我落泪情绪零碎！我落泪情绪零碎！我落泪情绪零碎！我落...	,1079,100668,1523,31,20
6718334404,最炸最摇摆说唱,Alimjan_Abdurezak阿力木江,1661470704,介绍：	说唱国语外语英文，最火的说唱，华语，欧美好听的说唱	,186,57601,2042,146,评论
2067844719,恋爱就是一首情话rap,Ginveo,1315363956,介绍：		,653,133147,1741,9,7
6851957829,男女模厅通用主持歌单,热恋Rc,64325670,介绍：	收藏顺手点关注 别给我做伸手党	,54,4345,72,1,评论
5305573963,Rapper的浪漫，没人顶得住！,云音乐歌单之友,39577093,介绍：	Rapper的浪漫要24小时收藏！	他们用韵脚写的诗，你读了吗？	,20,3916978,55454,593,295
6744085634,Rapper唱情歌 每天从早晨开始想你,隐约可见的星光_iiu,1788917363,介绍：	“我超喜欢你们家楼下那个咖啡店里每次买咖啡时候都会送的那个小甜饼干的包装袋上面画的那个小狐狸啊！怎么那么可爱！”	“拐了这么多弯，你到底想表达什么啊？”	“……就，前五个字啊。”		快听它们快听...	,289,398834,4867,49,14
4869244294,New wave/Emo+二次元Rap+亚trap+2d旋律说唱,SunnBoibaby,1374872338,介绍：	(｡•́__ก̀｡)纯正口味 可抑可摇 随机播放 多国语言 持续更新	,427,285300,10712,167,94
2049779104,辣妹听hiphop!!,CreepyCreepyCreepy,396664333,介绍：	[持续更新]		Close your eyes count to seven	And then You will be in heaven		谁说小姐姐不听说唱？	,277,2822055,62103,1345,174
6942189950,朱恩池ZGODZ浪漫永存,1998年4月21日,284389927,介绍：	浪漫永存Romantic Never Die	,41,2073,35,0,评论
5283571330,旋律说唱 | 探寻灵魂深处的舒适,worldindeed,3257045722,介绍：	Hiphop逐渐流行，旋律性的说唱更像是锦上添花。比起押韵的句子结尾，旋律更能打动听众们内心的舒适处，跟着唱起来，感受旋律说唱的魅力	持续更新	,51,349279,4396,91,25
5463194377,"在每个夜晚想你",dazzd,381977701,介绍：	我觉得做的不错的rap	,29,314284,3817,7292,695
7058541205,快节奏 起床 化妆 赶时间用|欧美Rap,爱琳Irrintius,5202482440,介绍：	快节奏 赶时间	,22,184214,7,209,评论
5060415784,"粤语Rap",--WINGYEE--,327703458,介绍：	唔捻同你玩啊你老味。	,555,45274,929,7,1
7091210845,炫酷说唱:耍帅一哥还得是rapper,不再犹豫_czEt,5165554566,介绍：	精选热门的国语说唱，与黑人说唱风格截然不同，更酷，更潮，更好听！	,120,157195,2980,16,2
6966357743,马思唯higher李京泽姜云升绝版,Masiwei马思维,309900205,介绍：	精品下架	,22,4244,87,2,2
6583455042,《黑怕女孩》选手精选作品集,偷偷的叹了口气,1590851653,介绍：	《黑怕女孩》是由腾讯视频出品的女性态度表达音乐养成类节目。由王嘉尔、曾轶可、马思唯、万妮达担任厂牌制作人。选手们将在节目中通过选择队友或资源组成自己的厂牌，并在厂牌经营的过程中不断表达自己的...	,100,353059,3626,48,67
6607547647,情歌说唱|浪漫制造者,dazzd,381977701,介绍：	上榜请私信	,15,98917,838,848,评论
4953822250,精选说唱伴奏，不听别后悔,帅的SHT,453821182,介绍：	精挑细选出来的伴奏，可随机播放，部分免费，不定期更新。	,100,447508,2063,7,20
5290825751,旋律说唱丨与你飞驰在日暮之中,少女的喜欢_,3277385997,介绍：	“我希望你能像初识我那般热衷于我”	,324,495325,3058,9,65
6931960692,「 Rap song 」hey 要 点 首 说 唱 吗,Candytone,3922804768,介绍：	持续更新，各类风格，类别的Rap	,1356,16870,248,3,评论
2420981951,催眠麦克风DRB〔不含drama〕,入間-銃兎,324592005,介绍：	前面按各个组的顺序排的\(//∇//)\后面按照出碟的顺序添加，越新的曲子就是越顶上的～		简介（以下来自百度词条）		催眠麦克风(日文:ヒプノシスマイク–Division Rap Battle)是一个由KING RECORDS和EVIL L...	,89,1642147,27738,418,186
2981923614,NBA 2K20 安卓版背景音乐,Emis_Killa,1681491371,介绍：	喜欢2K20的朋友可以来听一下！		暂无版权©：		We Came to Win		Ran Off	,25,160598,2223,13,28
7021698291,姜云升/沙一汀EL/夏之禹/法老/TY,有点小煩恼i,629252613,介绍：	“宁愿当代hiphop文化深埋于地下 也不愿它开出畸形的花”	,69,57517,3234,5,3
6770215770,“超好听的说唱”,善变ai,1387783974,介绍：	如果遗憾的故事可以重来，会有多少失恋的人，宁肯负重前行、活的疲惫，也不愿意再去轻易放手。因为在感情的世界里，吃苦远比辜负容易承受。	,36,4123,29,2,评论
5275098960,听她说起那一束玫瑰,如果你下一秒坠落,473014820,介绍：	『刺客与月光 一起走向他乡』你不一定非要长成玫瑰-你乐意的话-做茉莉-做雏菊-做向日葵-做无名小花-做千千万万	,41,263120,2508,41,20
2196801832,做个温柔的人。,_空歡喜a_,480336984,介绍：	希望今后的生活多的是不需要理由的快乐.	,297,101428,813,13,9
4956607733,Hiphop.顶级New Wave/Trap/旋律 说唱,Li1green,84988620,介绍：	里面每一首都是精选 喜欢hiphop的朋友收藏一下	持续更新！！！	,544,121248,1472,35,11
6922791033,｜江西Underground HIPHOP｜编年史,爆爆爆椒鯨魚,1784446272,介绍：	用hiphop在江西 赣一场革命	,48,1384,35,31,4
5056738687,GOATCREW/说唱伴奏/RapBeat/freeBeat,GOATCREW,3256362431,介绍：	PROD BY GOAT CREW	Follow your dreams	,566,73901,594,17,11
6725706663,AKOMA丨蹦迪精神永不死,tan4ko,105735227,介绍：	世界入睡时我们在舞池中拥吻	,156,171556,1876,58,4
5237003123,Doggie叨叨,诺亚大人,1345905553,介绍：	莽莽的zeng楞亮！	猛男叨叨！	D-O-G-G-I-E！Doggie！Will be the king，be the God，be the rap star!You kown that?	世界从不黑暗，永远皓月当空！	,14,26525,281,0,3
7063536765,YP FOX L XAMS JIANG LONG NLC OJ PU,梓-宸-J,1611046753,介绍：	迷人的beat	,22,183,5,1,评论
2792436045,FreeOut 没有一个不靠谱的小兄弟,偷偷的叹了口气,1590851653,介绍：	说起这个名字的由来，光光说：“Free-Out本身是水运贸易里卸货的一个术语。Hip Hop源自美国，我们就像船员一样把大洋彼岸的黑人文化带过来。”		——————————————————		成员包括: 	MC光光...	,100,360392,5330,79,57
6854885707,【中文说唱】黄金flow,zzconpro,3290028662,介绍：	此歌单收录中文说唱黄金flow，作为一个九流rapper，背地里其实是十级鉴歌师。	,100,245366,1572,116,19
6971534393,超好听浪漫的旋律说唱,少女的喜欢_,3277385997,介绍：	注意事项:请保持快乐	,185,269029,18183,25,7
3095365029,这歌单没名字直接听,Ethan777-,1625632914,介绍：	生的了结一般出现在某个无限美的黄昏	新的开始希望可以是一场不后悔的狂奔	,376,391203,4865,49,53
6610767556,国产hiphop从这里开始,Zxy在向下扎根,443546368,介绍：	说唱歌手有着倔强的脾性，他们随意洒脱，却也对歌词与韵律有着苛刻的要求，玩音乐要有个性，也要有尊重。		还等什么，就让这个歌单点燃你的嘻哈态度！	,50,275270,7427,2780,7
2532736518,走心旋律beat｜beat中包含的美妙旋律♥,皓皓_2022必上岸,509147384,介绍：	适合写走心旋律的beat 做出好的音乐	千万别辜负了音乐对你的期望 填词前记得和制作人联系版权问题	有点投稿信息没有回复是因为没看到，宝贝别多想！！	臭宝们，爱你们！喜欢歌单收藏一下！我会持续更新！	,719,401686,6269,154,27
5103375889,国风rap｜仗剑行山水 诗一盏酒一杯（持更）,韩卓轩i,1916643530,介绍：	当嘻哈精神和中国江湖风碰撞在一起	当说唱韵律遇到中国功夫	当伴奏里中国元素和说唱元素默契相融	刹那间我们逍遥山水间，江湖的热血 	牵绊 激情 梦想 信仰 随着一招一式	淋漓尽致展示在我们面前，真实且有...	,42,151307,722,15,46
5051433464,说唱RAP I 非战斗人员请撤离,饭饭之交c,1782410452,介绍：	为什么听HipHop?		可能是因为		他能理直气壮的诉说着爱恨情愁把所有的想法都展现出来		他可以直白的说出这世间最美好与最丑陋的那面		他还有酷酷的表达方式		给人感觉天大的事儿都不是事儿		嗯，就是这样真...	,81,3729556,14004,29,64
6974122611,免费说唱伴奏丨适合写歌的略微伤感Beat,玩说唱的小肆,335680278,介绍：	不定时更新，适合写歌的伤感类说唱Beat，希望能帮助到正在创作的你。	,51,2018,31,0,评论
5295437787,说唱||请接收一封棒棒糖一样甜的情书,JealousBoy,516122350,介绍：	听过Rapper最放荡不羁的歌，	但你听过Rapper的纯情告白吗？	赶紧收下这封来自Rapper的情书，很甜很甜！		敞开心扉，唱着甜甜的歌，	外表最靓丽的Rapper往往都能唱出最甜的歌。	,80,550039,3494,91,39
7050756766,神明说爱意逃不过。,Copankp,374471803,介绍：	如果我只想跟你暖昧就好了 可是我太贪心了 我想和你在一起 我想你心里有我。	,430,160018,2462,133,评论
5305929925,说唱 ｜ 只要笑一笑 没什么事情过不了,煎妮BoBo,395063023,介绍：	天空是绵绵的糖	就算塌下来又怎样	只要笑一笑	没什么事情过不了		原歌单名：	记得把平凡的日子 过得浪漫些	,47,1612701,14749,250,113
6839048360,阿克江akin,YounG-Silver,1295049957,介绍：	akin	,50,4177,151,0,评论
5295292555,-『Rap』没有标题直接听,3shMoneyAp,449479492,介绍：	不客观目录，喜欢就多听点，纯属个人喜好	,522,1568515,23551,597,18
5373121567,制作人合辑 | D.A. Doman,云音乐说唱专区,3856379473,介绍：	Tag: “D.A got that dope!”		David Lewis “D.A” Doman，艺名现已更改为自己的制作人水印“d.a got that dope”。 Tyga， Eminem御用制作人。		出生于1984年8月3日，是一名来自美国伊利诺伊州芝加哥的唱...	,42,9776,172,1,2
5277092168,﹅RAP BEAT﹆精选 | 说唱伴奏,一片孤叶行舟,1920909079,介绍：	万物本都是相互辜负	,117,335540,1737,2235,评论
6720870770,工作恋爱多烦恼 Love哪有Live好,是荔枝呀QwQ,588586904,介绍：	我相信总有一天我们会从livehouse变成lovehouse	,175,15244,202,1,5
6815989833,夏日甜甜的爱情正想你奔来,Cast-Off-Music3,4987484153,介绍：	你一定能够遇见你想去遇见的人！！！！！！	,122,440011,5342,270,32
5167680672,Mai神 系列 ,大概是个好人a,1512623364,介绍：	Mai神 牛逼	只有mai相当于他个人beat的水印	后面带the red flower代表HHH		/mai the red flower ♡		本歌单包含︿		404rapper的歌曲	404所以成员的歌曲	mai神与他人合唱歌曲	mai神beat水印歌曲	mai神混音歌...	,291,30314,429,5,9
6720956327,「为你写一首小情歌」说唱伴奏/Rap Beats,说唱少女101,3372680209,介绍：	精选高质量适合写情歌的Beat	,60,58025,306,1,2
6759632617,Hip-Hop Party | 酒吧派对嗨曲,Umid-Hoca,78381881,介绍：	么哈酒吧BGM，整体风格偏嘻哈，聚会开Party必备，含有同类型的歌曲精选，欢迎大家投稿补充。	,84,3942,47,1,1
7018803827,HiphopFM中文说唱电台,CHILAYGUN痴脷筋,5207703005,介绍：	感谢来自视频平台的你们	to douyin Hiphop FM	,40,1233,82,1,3
6759153319,【rap star】 令人震惊的国人说唱,不好好学习不睡觉,310038769,介绍：	收录了近几年中文说唱圈内的部分优秀作品 salute!	,70,25942,270,5,6
5453650077,「韩国黑泡」嘻哈文化大热 绝非空穴来风,derAugensternx,276378013,介绍：	对于嘻哈 总会有人存在误会和曲解	“太吵了”	“没什么营养 歌词还听不清”		但泡人的嘻哈精神	细细品味后 又有谁不会真香呢		南韩除K-POP文化外 现如今嘻哈文化的盛行也已不容小觑	各类综艺节目层出不穷 ...	,70,189977,2878,37,52
6722126608,"适合做说唱的高质量伴奏",SurpassMusic,4917056566,介绍：	此歌单长期更新高质量伴奏 欢迎投稿 收藏 投稿先关注，看歌曲质量，我不要钱但我不白帮忙。望周知	,64,162114,1153,4,评论
6607487337,华语情歌说唱|爱笑的人运气不会差,dazzd,381977701,介绍：	上榜请私信	,15,164,652,860,评论
6611155897,[心动杀人罪],Zxy在向下扎根,443546368,介绍：	爱情有很多种表达方式！	Rapper们用硬核的说唱表达自己对爱的态度！	,37,121870,6554,2710,2
6891587224,中文说唱最出圈的30首,zzconpro,3290028662,介绍：	此歌单收录中文说唱最出圈的30首歌。hip hop的灵魂除了为小众发声，就是得到大众共鸣。	,30,336170,4674,244,49
